hour,temperature_C,temp_layer2,temp_layer5,temp_layer10,h_ML,Q_flux,salinity
3092,-1.1782968,-1.1760876,-1.1733687,-1.1710052,36.037518,-27.116101582845054,34.217995
3093,-1.1792731,-1.1770234,-1.1742433,-1.171823,36.03617,-25.293611526489258,34.217995
3094,-1.1802534,-1.17796,-1.1751138,-1.1726323,36.0349,-23.47112147013347,34.217995
3095,-1.1812396,-1.1788994,-1.1759814,-1.1734334,36.033634,-21.64863141377767,34.21799
3096,-1.1822305,-1.1798404,-1.176845,-1.1742254,36.032406,-19.826141357421875,34.217983
3097,-1.1832261,-1.1807832,-1.1777045,-1.1750084,36.031124,-21.040406386057537,34.217976
3098,-1.1842291,-1.1817302,-1.178562,-1.1757829,36.029713,-22.254671414693195,34.217964
3099,-1.185234,-1.1826769,-1.1794144,-1.1765479,36.02828,-23.468936443328857,34.217953
3100,-1.1862408,-1.1836241,-1.1802627,-1.1773039,36.026802,-24.68320147196452,34.217937
3101,-1.1872469,-1.1845708,-1.1811076,-1.1780517,36.025307,-25.89746650060018,34.21792
3102,-1.1882479,-1.1855148,-1.1819496,-1.178792,36.02382,-27.11173152923584,34.2179
3103,-1.1892376,-1.1864529,-1.1827891,-1.1795262,36.02231,-28.325996557871502,34.21788
3104,-1.190211,-1.1873838,-1.1836295,-1.1802567,36.02087,-29.540261586507164,34.217857
3105,-1.1911511,-1.188295,-1.1844665,-1.1809915,35.529457,-30.754526615142822,34.21783
3106,-1.1920474,-1.1891804,-1.1853015,-1.181738,34.621857,-31.968791643778484,34.217808
3107,-1.192888,-1.1900312,-1.1861323,-1.1824951,34.171436,-33.183056672414146,34.21778
3108,-1.1937387,-1.190866,-1.1869423,-1.1832618,33.97491,-34.397321701049805,34.21776
3109,-1.1946466,-1.1917119,-1.1877315,-1.184038,33.879364,-35.61158672968547,34.217743
3110,-1.1955568,-1.1925572,-1.1885134,-1.1848226,33.826504,-36.82585175832113,34.21773
3111,-1.1964566,-1.1933995,-1.1892973,-1.1856141,33.79646,-38.04011678695679,34.217724
3112,-1.1973382,-1.1942371,-1.1900889,-1.1864136,33.780857,-39.25438181559245,34.21772
3113,-1.1981953,-1.1950674,-1.1908906,-1.1872232,33.775066,-40.46864684422811,34.21772
3114,-1.1990231,-1.1958867,-1.1917018,-1.1880441,33.77621,-41.68291187286377,34.21772
3115,-1.1998196,-1.1966925,-1.1925211,-1.1888772,33.781437,-42.897176901499435,34.217724
3116,-1.2005856,-1.1974833,-1.1933463,-1.189723,33.788296,-44.11144193013509,34.21773
3117,-1.2013246,-1.1982597,-1.1941749,-1.1905807,33.798004,-45.32570695877075,34.21774
3118,-1.2020416,-1.1990231,-1.1950053,-1.1914494,33.810265,-46.53997198740642,34.217747
3119,-1.2027422,-1.1997762,-1.1958362,-1.1923271,33.825184,-47.754237016042076,34.21776
3120,-1.2034321,-1.200522,-1.1966668,-1.1932123,33.843185,-48.968502044677734,34.217773
3121,-1.2041163,-1.2012634,-1.1974968,-1.1941028,33.865055,-46.723272025585175,34.217785
3122,-1.2047995,-1.2020034,-1.1983262,-1.1949966,33.892082,-44.478042006492615,34.2178
3123,-1.2054847,-1.202744,-1.1991551,-1.195892,33.926334,-42.232811987400055,34.21782
3124,-1.2061746,-1.203487,-1.1999837,-1.1967874,33.971165,-39.987581968307495,34.21784
3125,-1.2068707,-1.2042338,-1.200812,-1.1976815,34.032238,-37.742351949214935,34.217857
3126,-1.2075737,-1.2049845,-1.2016399,-1.1985736,34.11947,-35.497121930122375,34.21788
3127,-1.2082844,-1.20574,-1.2024683,-1.1994652,34.250893,-33.251891911029816,34.217903
3128,-1.209003,-1.2065009,-1.2032979,-1.2003578,34.459885,-31.006661891937256,34.217926
3129,-1.2097305,-1.207268,-1.2041302,-1.2012535,34.8198,-28.761431872844696,34.217953
3130,-1.2104665,-1.2080412,-1.2049643,-1.2021475,35.52036,-26.516201853752136,34.217983
3131,-1.2112098,-1.2088197,-1.2058028,-1.2030545,36.02912,-24.270971834659576,34.21801
3132,-1.211919,-1.2095842,-1.2066466,-1.2039859,36.03772,-22.025741815567017,34.218033
3133,-1.2125745,-1.2103188,-1.2074846,-1.2049178,36.036987,-19.780511796474457,34.218044
3134,-1.2132083,-1.2110355,-1.208311,-1.2058376,36.03527,-17.535281777381897,34.21805
3135,-1.2138289,-1.2117379,-1.2091224,-1.2067403,36.03318,-15.290051758289337,34.218044
3136,-1.214438,-1.2124267,-1.2099173,-1.2076237,36.030792,-13.044821739196777,34.21804
3137,-1.215036,-1.2131022,-1.2106955,-1.208488,36.0282,-10.799591720104218,34.218033
3138,-1.2156223,-1.2137636,-1.211456,-1.2093323,36.025787,-8.554361701011658,34.21802
3139,-1.2161963,-1.2144107,-1.2121987,-1.2101573,36.023415,-6.309131681919098,34.218006
3140,-1.2167579,-1.2150431,-1.2129236,-1.2109625,36.02127,-4.063901662826538,34.21799
3141,-1.2173084,-1.2156626,-1.2136334,-1.2117543,35.551086,-1.8186716437339783,34.217968
3142,-1.2178493,-1.2162703,-1.2143283,-1.2125288,34.82401,0.42655837535858154,34.217945
3143,-1.2183784,-1.2168641,-1.2150052,-1.2132795,34.579475,2.6717883944511414,34.21792
3144,-1.2188874,-1.2174349,-1.2156528,-1.2139933,34.334972,4.917018413543701,34.21789
3145,-1.2193713,-1.2179781,-1.2162685,-1.2146717,34.135815,4.106882631778717,34.21786
3146,-1.2198375,-1.2185019,-1.216863,-1.2153298,33.969265,3.296746850013733,34.21783
3147,-1.2202779,-1.2189986,-1.2174288,-1.2159578,33.8901,2.486611068248749,34.217796
3148,-1.2207012,-1.2194767,-1.2179747,-1.2165667,33.78569,1.6764752864837646,34.217762
3149,-1.2211025,-1.2199316,-1.2184956,-1.2171489,33.737907,0.8663395047187805,34.217728
3150,-1.221486,-1.2203672,-1.2189959,-1.2177101,33.666866,0.05620372295379639,34.217693
3151,-1.22185,-1.2207823,-1.2194741,-1.2182475,33.625076,-0.7539320588111877,34.217655
3152,-1.2221962,-1.221178,-1.2199312,-1.2187626,33.570797,-1.5640678405761719,34.217613
3153,-1.2225243,-1.2215546,-1.2203676,-1.2192556,33.49402,-2.374203622341156,34.21757
3154,-1.2228345,-1.221912,-1.2207832,-1.2197261,33.440323,-3.18433940410614,34.21753
3155,-1.2231272,-1.2222508,-1.2211785,-1.2201746,33.380848,-3.9944751858711243,34.217484
3156,-1.2234789,-1.2226126,-1.2215742,-1.2206142,32.989174,-4.804610967636108,34.217434
3157,-1.2238822,-1.2230114,-1.22198,-1.2210388,32.38899,-5.6147467494010925,34.21738
3158,-1.2242804,-1.2234154,-1.2223892,-1.2214526,31.798151,-6.424882531166077,34.217323
3159,-1.2246785,-1.2238182,-1.2227955,-1.2218575,31.106743,-7.235018312931061,34.21727
3160,-1.225076,-1.2242192,-1.2231991,-1.222259,30.229074,-8.045154094696045,34.21721
3161,-1.225469,-1.2246158,-1.2235968,-1.222649,29.425976,-8.855289876461029,34.217148
3162,-1.2258575,-1.2250084,-1.2239902,-1.2230341,28.448359,-9.665425658226013,34.21708
3163,-1.2262392,-1.2253959,-1.2243786,-1.2234113,27.521818,-10.475561439990997,34.217014
3164,-1.2266139,-1.225778,-1.2247611,-1.2237793,26.499926,-11.285697221755981,34.21694
3165,-1.2269952,-1.2261631,-1.2251414,-1.2241424,25.501331,-12.095833003520966,34.216866
3166,-1.2273831,-1.2265477,-1.2255194,-1.2244987,24.393133,-12.90596878528595,34.216785
3167,-1.2277726,-1.2269329,-1.2258976,-1.224856,23.352499,-13.716104567050934,34.216698
3168,-1.2281278,-1.2273053,-1.2262691,-1.2251936,22.209198,-14.526240348815918,34.216614
3169,-1.2285016,-1.2276833,-1.2266439,-1.2255408,21.124966,-16.215612133344013,34.21652
3170,-1.2288888,-1.2280692,-1.2270216,-1.2258539,19.978699,-17.904983917872112,34.216415
3171,-1.2292871,-1.2284662,-1.2274089,-1.226157,18.905235,-19.594355702400208,34.216305
3172,-1.2296944,-1.2288716,-1.2278035,-1.2264516,17.755041,-21.283727486928303,34.216187
3173,-1.2301137,-1.2292885,-1.2282069,-1.2267499,16.704052,-22.973099271456398,34.216057
3174,-1.2305534,-1.2297264,-1.2286345,-1.2270423,15.593219,-24.662471055984497,34.215916
3175,-1.231004,-1.2301751,-1.2290671,-1.2273077,14.621133,-26.351842840512592,34.215763
3176,-1.231479,-1.2306509,-1.2295345,-1.2275376,13.6373825,-28.041214625040688,34.21559
3177,-1.2319747,-1.2311467,-1.2300189,-1.2277092,12.772473,-29.730586409568787,34.21541
3178,-1.2324834,-1.2316568,-1.230511,-1.2278255,12.147992,-31.419958194096882,34.21521
3179,-1.2330006,-1.2321867,-1.2310647,-1.2278837,11.471098,-33.10932997862498,34.214996
3180,-1.2335685,-1.2327342,-1.2315897,-1.2279277,11.15362,-34.798701763153076,34.214798
3181,-1.2342074,-1.2333242,-1.2321057,-1.2280073,11.220633,-36.48807354768117,34.214645
3182,-1.2349297,-1.2339798,-1.2326884,-1.2280487,11.459327,-38.17744533220927,34.214504
3183,-1.2356756,-1.2346599,-1.2332631,-1.2281003,11.857727,-39.866817116737366,34.214386
3184,-1.2364684,-1.2353851,-1.2339042,-1.2281328,12.277071,-41.55618890126546,34.214275
3185,-1.2372898,-1.2361468,-1.2346076,-1.2281526,12.589407,-43.245560685793556,34.21418
3186,-1.2381423,-1.2369357,-1.235322,-1.2281994,12.946212,-44.934932470321655,34.214092
3187,-1.2390047,-1.2377422,-1.2360581,-1.228266,13.379982,-46.62430425484975,34.21402
3188,-1.2398235,-1.2385143,-1.2367369,-1.2283894,14.067889,-48.313676039377846,34.213966
3189,-1.2407005,-1.239348,-1.2375377,-1.2285148,14.491578,-50.003047823905945,34.213917
3190,-1.2415901,-1.2401973,-1.2383419,-1.2287152,14.873367,-51.69241960843404,34.213875
3191,-1.2424972,-1.2410549,-1.2391394,-1.2291087,15.408017,-53.381791392962135,34.21384
3192,-1.2433267,-1.2418504,-1.2398636,-1.2295873,16.119902,-55.071163177490234,34.213825
3193,-1.2442086,-1.2426819,-1.2406588,-1.2302521,16.482292,-54.90453894933065,34.21381
3194,-1.245113,-1.2435522,-1.2415102,-1.2309854,16.900919,-54.73791472117106,34.213802
3195,-1.2460185,-1.244422,-1.2423391,-1.2321519,17.62733,-54.571290493011475,34.213802
3196,-1.2468759,-1.2452533,-1.2431306,-1.2342064,18.271214,-54.40466626485189,34.21381
3197,-1.2477523,-1.2460916,-1.2439239,-1.236694,18.533333,-54.2380420366923,34.213825
3198,-1.2486339,-1.2469337,-1.2447234,-1.2390406,18.884125,-54.071417808532715,34.21385
3199,-1.2494997,-1.2477638,-1.2455101,-1.2412623,19.596973,-53.90479358037313,34.213875
3200,-1.250241,-1.2484951,-1.2461654,-1.2426542,20.327505,-53.73816935221354,34.21392
3201,-1.2510539,-1.2492558,-1.2469021,-1.2438396,20.584253,-53.571545124053955,34.21397
3202,-1.2518357,-1.2500039,-1.2476228,-1.2446457,21.03956,-53.40492089589437,34.214024
3203,-1.2525996,-1.2507446,-1.2483375,-1.2454075,21.965897,-53.23829666773478,34.21408
3204,-1.2533424,-1.2514762,-1.2490497,-1.2461576,22.567226,-53.071672439575195,34.214134
3205,-1.254084,-1.2521974,-1.2497548,-1.2469233,22.90233,-52.90504821141561,34.214184
3206,-1.2548046,-1.2529094,-1.2504581,-1.2476825,23.52344,-52.73842398325602,34.21423
3207,-1.2554334,-1.2535442,-1.2510542,-1.248103,24.512075,-52.571799755096436,34.21428
3208,-1.2560929,-1.2541927,-1.2517021,-1.2488714,24.806402,-52.40517552693685,34.214325
3209,-1.2567527,-1.254823,-1.2523235,-1.2495186,25.20171,-52.23855129877726,34.21437
3210,-1.2573774,-1.2554317,-1.252916,-1.2500929,26.0932,-52.071927070617676,34.21442
3211,-1.2579249,-1.2559985,-1.2534711,-1.250605,26.790564,-51.90530284245809,34.21447
3212,-1.2585291,-1.256565,-1.25403,-1.2512122,27.122381,-51.7386786142985,34.21452
3213,-1.2590729,-1.2571163,-1.2545877,-1.251818,27.685501,-51.572054386138916,34.21457
3214,-1.2595773,-1.2576363,-1.255104,-1.2523006,28.848694,-51.40543015797933,34.214622
3215,-1.2600979,-1.2581543,-1.2556292,-1.2528795,29.151983,-51.23880592981974,34.214676
3216,-1.260639,-1.2586966,-1.2561883,-1.253512,29.437286,-51.072181701660156,34.214725
3217,-1.2611893,-1.2592503,-1.256763,-1.2541668,30.112164,-50.34847831726074,34.214775
3218,-1.2617646,-1.259828,-1.257358,-1.2548147,31.159685,-49.62477493286133,34.214825
3219,-1.2623702,-1.2604374,-1.2579883,-1.2555139,31.277739,-48.901071548461914,34.21487
3220,-1.2630087,-1.2610785,-1.2586452,-1.2562113,31.324612,-48.1773681640625,34.214924
3221,-1.2636626,-1.2617337,-1.259309,-1.2568921,31.403091,-47.453664779663086,34.214973
3222,-1.2643241,-1.2623961,-1.2599788,-1.2575812,31.550768,-46.72996139526367,34.215027
3223,-1.264999,-1.2630733,-1.2606689,-1.2583147,31.877068,-46.00625801086426,34.21508
3224,-1.2656887,-1.2637671,-1.2613827,-1.2590944,32.680435,-45.282554626464844,34.21513
3225,-1.2664219,-1.2645054,-1.2621444,-1.2599281,33.54466,-44.55885124206543,34.21518
3226,-1.2672118,-1.265302,-1.2629695,-1.2608368,33.579796,-43.835147857666016,34.21523
3227,-1.2680563,-1.2661518,-1.263842,-1.2617656,33.5876,-43.1114444732666,34.215275
3228,-1.2689257,-1.2670277,-1.2647349,-1.2626903,33.59248,-42.38774108886719,34.21532
3229,-1.2697958,-1.2679075,-1.2656294,-1.2636024,33.59483,-41.66403770446777,34.215363
3230,-1.2706612,-1.2687836,-1.2665185,-1.2645015,33.59725,-40.94033432006836,34.2154
3231,-1.271519,-1.2696517,-1.2673982,-1.2653875,33.599556,-40.216630935668945,34.215443
3232,-1.2723686,-1.2705115,-1.2682694,-1.2662643,33.601974,-39.49292755126953,34.215485
3233,-1.2732087,-1.2713621,-1.2691308,-1.2671305,33.605495,-38.76922416687012,34.215527
3234,-1.2740389,-1.2722025,-1.2699822,-1.2679864,33.609177,-38.0455207824707,34.21557
3235,-1.2748585,-1.2730327,-1.2708235,-1.2688322,33.61352,-37.32181739807129,34.215607
3236,-1.2756665,-1.2738512,-1.2716529,-1.2696646,33.618595,-36.598114013671875,34.21565
3237,-1.2764627,-1.2746581,-1.2724707,-1.2704859,33.623615,-35.87441062927246,34.21569
3238,-1.2772467,-1.275453,-1.2732768,-1.2712955,33.630283,-35.15070724487305,34.215733
3239,-1.2780179,-1.276235,-1.2740699,-1.272091,33.63827,-34.42700386047363,34.215775
3240,-1.2787753,-1.2770034,-1.2748489,-1.2728715,33.64743,-33.70330047607422,34.215816
3241,-1.2795184,-1.2777574,-1.2756137,-1.273637,33.6589,-33.448854525883995,34.21586
3242,-1.2802467,-1.2784969,-1.2763641,-1.2743893,33.674362,-33.194408575693764,34.2159
3243,-1.2809603,-1.2792218,-1.2771002,-1.2751278,33.696667,-32.93996262550354,34.215946
3244,-1.2816617,-1.279935,-1.2778264,-1.2758627,33.72937,-32.685516675313316,34.21599
3245,-1.2823541,-1.2806399,-1.2785466,-1.2765982,33.787487,-32.431070725123085,34.21603
3246,-1.2830447,-1.2813436,-1.2792681,-1.277343,33.884335,-32.17662477493286,34.216072
3247,-1.2837362,-1.2820493,-1.2799946,-1.2781006,34.047302,-31.922178824742634,34.21611
3248,-1.2844318,-1.2827597,-1.2807277,-1.27887,34.30688,-31.66773287455241,34.216145
3249,-1.2851336,-1.2834765,-1.2814685,-1.279649,34.698246,-31.413286924362183,34.21618
3250,-1.2858397,-1.2841979,-1.2822138,-1.2804309,35.253506,-31.158840974171955,34.21621
3251,-1.2865522,-1.284925,-1.2829621,-1.2812057,36.021545,-30.90439502398173,34.216236
3252,-1.287244,-1.2856416,-1.2837106,-1.2819922,36.029823,-30.649949073791504,34.216263
3253,-1.2879053,-1.2863387,-1.2844505,-1.2827731,36.030087,-30.395503123601276,34.21628
3254,-1.2885493,-1.2870197,-1.2851766,-1.2835393,36.029594,-30.141057173411053,34.2163
3255,-1.2891773,-1.2876849,-1.2858868,-1.2842877,36.02888,-29.886611223220825,34.216316
3256,-1.2897891,-1.2883335,-1.28658,-1.2850178,36.02806,-29.632165273030598,34.216328
3257,-1.2903839,-1.2889652,-1.2872555,-1.2857295,36.0272,-29.37771932284037,34.21634
3258,-1.2909615,-1.2895793,-1.2879132,-1.2864227,36.02635,-29.123273372650146,34.21635
3259,-1.2915212,-1.2901754,-1.2885528,-1.2870975,36.02552,-28.86882742245992,34.21636
3260,-1.2920629,-1.2907536,-1.2891741,-1.2877539,36.024693,-28.61438147226969,34.216366
3261,-1.2925864,-1.2913135,-1.2897772,-1.288392,36.023903,-28.359935522079468,34.21637
3262,-1.2930919,-1.2918552,-1.2903619,-1.2890115,36.023098,-28.10548957188924,34.216373
3263,-1.293579,-1.2923785,-1.290928,-1.2896124,36.02228,-27.851043621699013,34.216373
3264,-1.2940478,-1.2928835,-1.2914755,-1.2901947,36.021233,-27.59659767150879,34.216373
3265,-1.2944987,-1.2933705,-1.2920052,-1.2907603,35.86477,-29.723884503046673,34.216373
3266,-1.2949319,-1.2938397,-1.2925171,-1.2913083,35.515892,-31.851171334584553,34.21637
3267,-1.2953447,-1.2942883,-1.2930076,-1.2918338,35.10664,-33.97845816612244,34.216362
3268,-1.2957401,-1.2947192,-1.2934804,-1.2923416,34.78877,-36.10574499766032,34.216354
3269,-1.2961144,-1.2951292,-1.2939318,-1.2928269,34.605648,-38.2330318291982,34.216347
3270,-1.2964697,-1.29552,-1.2943641,-1.2932935,34.452663,-40.360318660736084,34.21634
3271,-1.2968044,-1.2958901,-1.2947758,-1.2937394,34.345207,-42.487605492273964,34.216328
3272,-1.2971194,-1.2962406,-1.2951678,-1.2941661,34.248226,-44.614892323811844,34.216316
3273,-1.2974137,-1.2965703,-1.2955391,-1.2945721,34.16577,-46.74217915534973,34.216305
3274,-1.2976891,-1.2968811,-1.2958916,-1.29496,34.083,-48.86946598688761,34.21629
3275,-1.2979431,-1.2971705,-1.2962227,-1.2953259,34.014767,-50.99675281842549,34.216274
3276,-1.2982562,-1.2974916,-1.29656,-1.2956849,33.91145,-53.12403964996338,34.216263
3277,-1.2986604,-1.2978724,-1.2969234,-1.2960448,33.825882,-55.25132648150126,34.216255
3278,-1.2991099,-1.2982935,-1.2973155,-1.2964205,33.736565,-57.37861331303914,34.216255
3279,-1.2995859,-1.2987388,-1.2977266,-1.2968051,33.701046,-59.505900144577026,34.21625
3280,-1.3000879,-1.2992089,-1.2981601,-1.2972095,33.638374,-61.63318697611491,34.21625
3281,-1.3006084,-1.2996967,-1.2986093,-1.2976248,33.634453,-63.76047380765279,34.216255
3282,-1.30115,-1.3002049,-1.2990775,-1.2980587,33.59684,-65.88776063919067,34.216255
3283,-1.3017093,-1.30073,-1.2995617,-1.2985063,33.608627,-68.01504747072855,34.216263
3284,-1.302287,-1.3012729,-1.3000625,-1.2989694,33.605625,-70.14233430226643,34.216267
3285,-1.3028822,-1.3018327,-1.3005792,-1.2994471,33.61551,-72.26962113380432,34.216274
3286,-1.3034946,-1.3024087,-1.3011111,-1.2999387,33.607803,-74.3969079653422,34.21628
3287,-1.3041228,-1.3029999,-1.3016568,-1.3004428,33.572605,-76.52419479688008,34.21629
3288,-1.3047668,-1.3036059,-1.3022163,-1.3009597,33.55433,-78.65148162841797,34.2163
3289,-1.3054266,-1.3042269,-1.3027893,-1.3014896,33.5627,-78.70044326782227,34.216312
3290,-1.3061024,-1.3048629,-1.3033763,-1.302033,33.58569,-78.74940490722656,34.216328
3291,-1.3067943,-1.3055142,-1.3039774,-1.3025899,33.61798,-78.79836654663086,34.21634
3292,-1.3075027,-1.3061811,-1.3045927,-1.3031605,33.66063,-78.84732818603516,34.21636
3293,-1.3082279,-1.3068637,-1.3052225,-1.3037452,33.71567,-78.89628982543945,34.216373
3294,-1.3089702,-1.3075624,-1.305867,-1.3043435,33.782303,-78.94525146484375,34.216393
3295,-1.3097298,-1.3082774,-1.3065262,-1.3049557,33.86395,-78.99421310424805,34.21641
3296,-1.310507,-1.309009,-1.3072004,-1.3055819,33.957615,-79.04317474365234,34.216434
3297,-1.3113025,-1.3097574,-1.3078898,-1.3062221,34.065205,-79.09213638305664,34.216457
3298,-1.3121148,-1.3105216,-1.3085933,-1.3068752,34.187084,-79.14109802246094,34.21648
3299,-1.3129439,-1.3113011,-1.3093103,-1.3075409,34.32744,-79.19005966186523,34.216503
3300,-1.3137565,-1.3120766,-1.310034,-1.3082181,34.483776,-79.23902130126953,34.21653
3301,-1.3145367,-1.3128346,-1.3107567,-1.3089036,34.63771,-79.28798294067383,34.21655
3302,-1.3153069,-1.313585,-1.3114775,-1.3095937,34.784508,-79.33694458007812,34.216568
3303,-1.316073,-1.3143319,-1.3121969,-1.310286,34.93649,-79.38590621948242,34.216587
3304,-1.3168389,-1.3150786,-1.3129168,-1.3109804,35.10567,-79.43486785888672,34.216602
3305,-1.317606,-1.3158262,-1.3136375,-1.3116759,35.30807,-79.48382949829102,34.21662
3306,-1.3183746,-1.316575,-1.3143587,-1.3123709,35.588737,-79.53279113769531,34.21664
3307,-1.3191438,-1.3173237,-1.3150787,-1.3130614,36.02089,-79.58175277709961,34.21666
3308,-1.3199165,-1.3180758,-1.3158025,-1.3137608,36.02486,-79.6307144165039,34.216675
3309,-1.320695,-1.3188332,-1.3165315,-1.3144658,36.025238,-79.6796760559082,34.216694
3310,-1.3214793,-1.319596,-1.3172652,-1.3151741,36.025364,-79.7286376953125,34.216713
3311,-1.3222678,-1.3203626,-1.3180016,-1.3158845,36.025463,-79.7775993347168,34.216732
3312,-1.3230611,-1.3211334,-1.3187414,-1.3165969,36.02553,-79.8265609741211,34.216747
3313,-1.3238586,-1.3219075,-1.3194836,-1.3173109,36.025593,-79.04818216959636,34.216766
3314,-1.3246597,-1.3226849,-1.3202281,-1.3180267,36.02565,-78.26980336507161,34.216785
3315,-1.3254647,-1.3234655,-1.3209748,-1.3187442,36.025707,-77.49142456054688,34.2168
3316,-1.3262738,-1.3242495,-1.3217239,-1.3194634,36.025757,-76.71304575602214,34.21682
3317,-1.327087,-1.3250371,-1.3224757,-1.3201844,36.02581,-75.93466695149739,34.21684
3318,-1.3279046,-1.3258282,-1.3232298,-1.3209069,36.02586,-75.15628814697266,34.216854
3319,-1.3287263,-1.3266227,-1.3239863,-1.3216313,36.02591,-74.37790934244792,34.216873
3320,-1.3295523,-1.3274208,-1.3247453,-1.3223573,36.025963,-73.59953053792317,34.21689
3321,-1.3303826,-1.3282225,-1.3255066,-1.323085,36.026016,-72.82115173339844,34.216908
3322,-1.3312172,-1.3290277,-1.3262702,-1.3238143,36.026073,-72.0427729288737,34.216927
3323,-1.332056,-1.3298364,-1.3270363,-1.3245453,36.026134,-71.26439412434895,34.21694
3324,-1.3328753,-1.330636,-1.3278036,-1.3252815,36.026257,-70.48601531982422,34.21696
3325,-1.3336645,-1.3314186,-1.3285697,-1.3260244,36.02642,-69.70763651529948,34.216976
3326,-1.3344418,-1.3321915,-1.3293324,-1.3267714,36.02653,-68.92925771077473,34.216995
3327,-1.3352121,-1.3329585,-1.3300927,-1.327521,36.026596,-68.15087890625,34.21701
3328,-1.3359785,-1.3337222,-1.3308517,-1.3282723,36.026627,-67.37250010172527,34.217026
3329,-1.3367425,-1.3344841,-1.3316101,-1.3290253,36.026634,-66.59412129720052,34.217045
3330,-1.3375053,-1.3352451,-1.3323685,-1.3297794,36.026623,-65.81574249267578,34.21706
3331,-1.3382674,-1.3360059,-1.3331273,-1.3305349,36.026604,-65.03736368815105,34.217075
3332,-1.3390294,-1.3367667,-1.3338867,-1.3312916,36.02658,-64.2589848836263,34.217094
3333,-1.3397913,-1.3375279,-1.3346468,-1.3320494,36.026554,-63.48060607910156,34.21711
3334,-1.3405532,-1.3382893,-1.3354077,-1.3328085,36.02653,-62.70222727457682,34.217125
3335,-1.341315,-1.3390509,-1.3361694,-1.3335687,36.026512,-61.92384847005208,34.217144
3336,-1.342077,-1.3398129,-1.3369318,-1.3343302,36.026493,-61.145469665527344,34.21716
3337,-1.3428389,-1.3405752,-1.337695,-1.3350928,36.026478,-60.148708502451576,34.217175
3338,-1.3436009,-1.3413378,-1.3384589,-1.3358567,36.026463,-59.151947339375816,34.21719
3339,-1.3443629,-1.3421007,-1.3392236,-1.3366218,36.02645,-58.15518617630005,34.217205
3340,-1.3451248,-1.3428639,-1.339989,-1.3373879,36.02644,-57.15842501322428,34.21722
3341,-1.3458871,-1.3436276,-1.3407551,-1.3381554,36.026424,-56.16166385014852,34.21724
3342,-1.3466495,-1.3443917,-1.3415221,-1.3389238,36.02641,-55.164902687072754,34.217255
3343,-1.3474122,-1.3451563,-1.3422899,-1.3396934,36.02639,-54.16814152399699,34.21727
3344,-1.3481753,-1.3459214,-1.3430586,-1.3404642,36.02637,-53.171380360921226,34.217285
3345,-1.3489388,-1.3466872,-1.3438282,-1.341236,36.026352,-52.17461919784546,34.2173
3346,-1.3497026,-1.3474535,-1.3445987,-1.342009,36.026333,-51.17785803476969,34.217316
3347,-1.3504667,-1.3482203,-1.3453698,-1.342783,36.026318,-50.181096871693924,34.21733
3348,-1.3512057,-1.3489742,-1.3461392,-1.3435589,36.026283,-49.184335708618164,34.217346
3349,-1.3519086,-1.3497059,-1.3469021,-1.3443359,36.02618,-48.1875745455424,34.217358
3350,-1.3525934,-1.3504225,-1.3476566,-1.3451115,36.025986,-47.19081338246663,34.21737
3351,-1.3532647,-1.3511267,-1.3484026,-1.3458843,36.025726,-46.19405221939087,34.21738
3352,-1.3539252,-1.3518206,-1.3491405,-1.3466537,36.02542,-45.1972910563151,34.217392
3353,-1.3545771,-1.3525058,-1.349871,-1.347419,36.025085,-44.200529893239334,34.217403
3354,-1.3552217,-1.3531837,-1.3505946,-1.3481799,36.024727,-43.203768730163574,34.217415
3355,-1.355861,-1.3538557,-1.3513123,-1.3489361,36.024353,-42.20700756708781,34.217426
3356,-1.3564956,-1.3545228,-1.3520243,-1.3496872,36.023968,-41.21024640401204,34.217434
3357,-1.3571265,-1.3551855,-1.3527312,-1.3504332,36.023582,-40.21348524093628,34.217445
3358,-1.3577526,-1.3558428,-1.3534322,-1.3511735,36.023197,-39.21672407786051,34.217453
3359,-1.3583721,-1.356493,-1.3541255,-1.3519071,36.022816,-38.219962914784745,34.21746
3360,-1.3589883,-1.3571393,-1.3548139,-1.3526355,36.022404,-37.223201751708984,34.217472
3361,-1.3596021,-1.3577826,-1.3554984,-1.353359,36.02197,-36.43957225481669,34.21748
3362,-1.3602127,-1.3584222,-1.3561784,-1.3540771,36.021553,-35.6559427579244,34.217487
3363,-1.3608204,-1.3590583,-1.3568538,-1.35479,36.021168,-34.872313261032104,34.21749
3364,-1.361425,-1.3596908,-1.3575248,-1.3554972,36.020805,-34.08868376413981,34.2175
3365,-1.3620267,-1.3603196,-1.3581914,-1.3562005,35.954136,-33.30505426724752,34.217506
3366,-1.3626266,-1.3609464,-1.3588555,-1.3569031,35.667282,-32.521424770355225,34.217514
3367,-1.363226,-1.3615724,-1.3595185,-1.357605,35.188686,-31.73779527346293,34.217518
3368,-1.3638252,-1.3621973,-1.3601793,-1.3583021,34.79738,-30.954165776570637,34.21752
3369,-1.3644226,-1.3628198,-1.3608361,-1.3589917,34.557907,-30.170536279678345,34.217525
3370,-1.3650165,-1.3634382,-1.3614874,-1.3596734,34.407757,-29.38690678278605,34.21753
3371,-1.3656061,-1.3640516,-1.3621325,-1.3603472,34.307743,-28.603277285893757,34.217533
3372,-1.3661845,-1.3646559,-1.3627692,-1.3610114,34.20573,-27.819647789001465,34.217533
