hour,temperature_C,temp_layer2,temp_layer5,temp_layer10,h_ML,Q_flux,salinity
10886,0.17232032,0.173344,0.17448066,0.17526433,22.744053,-47.556720892588295,34.148964
10887,0.17162995,0.17263904,0.1737492,0.17450233,22.955017,-48.96298956871033,34.149063
10888,0.17094328,0.17194033,0.1730261,0.1737506,23.261547,-50.36925824483235,34.14916
10889,0.17029674,0.17125556,0.17230749,0.17299363,23.910833,-51.775526920954384,34.14925
10890,0.16962665,0.17056227,0.17157526,0.1721898,24.425522,-53.181795597076416,34.149334
10891,0.16893914,0.16984992,0.17082225,0.17136432,24.445007,-54.58806427319844,34.149414
10892,0.16823804,0.16912553,0.17006318,0.17055912,24.449526,-55.99433294932047,34.149487
10893,0.16753414,0.16839933,0.16930686,0.16977061,24.45291,-57.400601625442505,34.14956
10894,0.1668331,0.16767672,0.16855663,0.16899407,24.456303,-58.80687030156453,34.14963
10895,0.16613755,0.16696002,0.16781355,0.168227,24.459938,-60.21313897768656,34.149704
10896,0.16544876,0.1662503,0.1670782,0.16746904,24.463923,-61.619407653808594,34.149776
10897,0.164767,0.1655478,0.16635032,0.16671868,24.468365,-60.179566065470375,34.14985
10898,0.1640922,0.16485237,0.16562971,0.16597562,24.473253,-58.739724477132164,34.149925
10899,0.1634241,0.16416378,0.16491608,0.16523951,24.478687,-57.299882888793945,34.15
10900,0.16276239,0.16348171,0.16420908,0.16450995,24.48475,-55.86004130045573,34.150078
10901,0.16210662,0.1628057,0.16350828,0.1637864,24.491533,-54.420199712117515,34.150158
10902,0.16145623,0.16213527,0.16281314,0.16306819,24.499138,-52.9803581237793,34.150238
10903,0.16081062,0.16146976,0.16212301,0.1623546,24.507694,-51.540516535441085,34.150322
10904,0.160169,0.1608084,0.16143711,0.16164474,24.51737,-50.10067494710287,34.150406
10905,0.15953055,0.16015038,0.16075458,0.16093765,24.528383,-48.66083335876465,34.150494
10906,0.15889494,0.15949544,0.16007541,0.16023447,24.541021,-47.22099177042644,34.15058
10907,0.15826117,0.15884249,0.15939823,0.15953204,24.55576,-45.78115018208822,34.150673
10908,0.15761174,0.15818419,0.15872702,0.1588477,24.563005,-44.34130859375,34.150764
10909,0.15694806,0.15752211,0.15806597,0.15819001,24.56228,-42.90146700541179,34.15085
10910,0.15629002,0.15686609,0.15741394,0.15754524,24.562927,-41.46162541707357,34.15093
10911,0.15564093,0.1562187,0.15677078,0.15691021,24.564285,-40.02178382873535,34.151005
10912,0.15500146,0.1555803,0.156136,0.15628318,24.566528,-38.58194224039714,34.151077
10913,0.15437129,0.15495038,0.1555087,0.1556624,24.569805,-37.14210065205892,34.151142
10914,0.15374953,0.15432793,0.15488753,0.1550458,24.57428,-35.7022590637207,34.151207
10915,0.15313481,0.15371151,0.15427086,0.15443121,24.58017,-34.26241747538249,34.151268
10916,0.15252551,0.15309943,0.15365683,0.1538163,24.587788,-32.82257588704427,34.151325
10917,0.15191972,0.15248974,0.15304337,0.15319876,24.597576,-31.382734298706055,34.151382
10918,0.15131533,0.15188035,0.15242839,0.15257631,24.610165,-29.94289271036784,34.15144
10919,0.1507102,0.15126911,0.15180972,0.15194686,24.626436,-28.503051122029625,34.151493
10920,0.15010244,0.15065424,0.15118581,0.1513097,24.647738,-27.063209533691406,34.15155
10921,0.14949138,0.15003525,0.15055674,0.15066731,24.676077,-26.57055715719859,34.151608
10922,0.14887351,0.14940839,0.14991754,0.15000795,24.714285,-26.07790478070577,34.151665
10923,0.14824736,0.14877255,0.14926836,0.14933899,24.766653,-25.58525240421295,34.151722
10924,0.14759783,0.14811136,0.1485868,0.14860824,24.842728,-25.092600027720135,34.15179
10925,0.14694361,0.14744695,0.14791071,0.1479337,24.969654,-24.599947651227314,34.151855
10926,0.14627759,0.14677803,0.1472307,0.14724073,25.178288,-24.107295274734497,34.15192
10927,0.14561097,0.14610131,0.1465402,0.14653404,25.54797,-23.61464289824168,34.15199
10928,0.14494148,0.1454104,0.14582945,0.1457981,26.409945,-23.12199052174886,34.152058
10929,0.1442587,0.14471625,0.14512004,0.14508678,26.615221,-22.629338145256042,34.152126
10930,0.14356656,0.14401287,0.14440247,0.14435548,26.627691,-22.136685768763225,34.152187
10931,0.14286055,0.14329535,0.1436693,0.14360173,26.634226,-21.64403339227041,34.15225
10932,0.14211875,0.14255589,0.14292875,0.14285582,26.63586,-21.151381015777588,34.15231
10933,0.1413439,0.14179899,0.14219004,0.14213334,26.632969,-20.65872863928477,34.152367
10934,0.14056337,0.14103863,0.14145379,0.1414214,26.630392,-20.166076262791954,34.152424
10935,0.13978265,0.14027925,0.14072089,0.14071608,26.627867,-19.673423886299133,34.152477
10936,0.13900335,0.13952209,0.13999155,0.14001603,26.625362,-19.180771509806316,34.152527
10937,0.13822578,0.13876735,0.13926558,0.1393205,26.622875,-18.6881191333135,34.152576
10938,0.13744967,0.13801472,0.13854258,0.13862868,26.620409,-18.19546675682068,34.152622
10939,0.13667423,0.13726337,0.13782148,0.13793877,26.617983,-17.70281438032786,34.152664
10940,0.13589881,0.13651277,0.13710193,0.13725126,26.615566,-17.210162003835045,34.152706
10941,0.13512272,0.13576216,0.13638315,0.13656478,26.613224,-16.717509627342224,34.152744
10942,0.13434497,0.13501063,0.13566418,0.13587822,26.610933,-16.224857250849407,34.15278
10943,0.13356456,0.1342572,0.13494411,0.13519067,26.608707,-15.732204874356588,34.152813
10944,0.13278055,0.13350098,0.1342221,0.13450141,26.606554,-15.23955249786377,34.152847
10945,0.13199207,0.13274114,0.13349745,0.13380991,26.604477,-14.689861049254736,34.152878
10946,0.13119839,0.13197699,0.13276955,0.13311574,26.602505,-14.1401696006457,34.15291
10947,0.13039891,0.13120797,0.13203792,0.13241854,26.600657,-13.590478152036667,34.15294
10948,0.12959312,0.1304336,0.13130212,0.131718,26.598946,-13.040786703427633,34.152966
10949,0.12878045,0.12965336,0.13056172,0.13101363,26.597378,-12.4910952548186,34.152992
10950,0.12796053,0.12886685,0.12981628,0.13030495,26.595947,-11.941403806209564,34.15302
10951,0.1271329,0.1280736,0.12906532,0.12959129,26.594664,-11.39171235760053,34.153046
10952,0.12629701,0.12727308,0.1283083,0.12887198,26.59353,-10.842020908991497,34.15307
10953,0.12545227,0.12646464,0.12754445,0.1281458,26.592537,-10.292329460382462,34.15309
10954,0.12459825,0.12564778,0.12677336,0.12741278,26.591658,-9.742638011773428,34.15312
10955,0.12373463,0.124822155,0.12599452,0.12667215,26.590929,-9.192946563164394,34.15314
10956,0.122911826,0.124019206,0.12522316,0.12593432,26.589645,-8.643255114555359,34.153156
10957,0.12215715,0.123262815,0.12447735,0.12521441,26.587477,-8.093563665946325,34.15316
10958,0.12144127,0.12254159,0.123759806,0.12451883,26.58494,-7.543872217337291,34.153152
10959,0.12075533,0.121849805,0.12307002,0.12385077,26.582258,-6.994180768728256,34.15314
10960,0.12009852,0.12118778,0.12241226,0.123229615,25.923433,-6.444489320119223,34.15312
10961,0.11946924,0.1205541,0.12178469,0.12264229,24.960964,-5.894797871510189,34.153088
10962,0.1188645,0.11994527,0.121181875,0.12207575,24.603788,-5.345106422901154,34.15305
10963,0.11827984,0.11935725,0.120601125,0.12153539,24.440836,-4.79541497429212,34.153004
10964,0.11771573,0.11879126,0.1200453,0.12102033,23.393057,-4.245723525683086,34.152946
10965,0.117168866,0.11824452,0.119512625,0.12053923,22.60349,-3.696032077074051,34.15288
10966,0.11664076,0.11771801,0.119002976,0.120084256,21.530983,-3.1463406284650173,34.15281
10967,0.116128534,0.117209636,0.11851603,0.119668454,20.322783,-2.5966491798559836,34.152725
10968,0.11562745,0.1167153,0.11804884,0.11931118,18.627226,-2.0469577312469482,34.15263
10969,0.11512964,0.11622828,0.11759788,0.11899041,16.657534,-3.5859608352184296,34.152523
10970,0.11462233,0.11573707,0.11715444,0.1187142,14.652981,-5.124963939189911,34.152397
10971,0.11409384,0.115231544,0.11671233,0.11849127,12.738819,-6.663967043161392,34.152252
10972,0.11351213,0.114682,0.11624351,0.11835555,10.935249,-8.202970147132874,34.152077
10973,0.11282188,0.11403512,0.115876056,0.11832677,9.27196,-9.741973251104355,34.151855
10974,0.11194178,0.11322057,0.11567738,0.11833861,7.813155,-11.280976355075836,34.15156
10975,0.11084243,0.11220393,0.115600675,0.1183501,6.4610267,-12.819979459047318,34.151173
10976,0.10952523,0.11105805,0.115623325,0.11836103,5.2489877,-14.358982563018799,34.150665
10977,0.10819847,0.109710455,0.11566915,0.11837137,4.3828626,-15.89798566699028,34.15009
10978,0.10700531,0.10843224,0.1157134,0.11838105,4.172168,-17.43698877096176,34.149487
10979,0.10605851,0.10731656,0.115756,0.11839005,4.2353683,-18.975991874933243,34.148903
10980,0.10510362,0.10630157,0.11579822,0.11839865,4.290994,-20.514994978904724,34.148357
10981,0.10407527,0.10534012,0.11584125,0.11840711,4.458134,-22.053998082876205,34.147915
10982,0.10331672,0.10466647,0.11588461,0.11841539,4.890295,-23.593001186847687,34.147675
10983,0.10323165,0.104713134,0.11592736,0.11842347,5.859948,-25.132004290819168,34.14776
10984,0.10305016,0.10437093,0.11585316,0.118431285,6.5695596,-26.67100739479065,34.147835
10985,0.10327592,0.10464529,0.11459846,0.118438184,7.2724442,-28.21001049876213,34.148075
10986,0.10357097,0.104921445,0.11224218,0.118444756,8.445887,-29.749013602733612,34.14835
10987,0.10368116,0.104940444,0.10901629,0.11845128,9.518202,-31.288016706705093,34.14856
10988,0.10365051,0.10484911,0.107070975,0.118453175,10.58105,-32.827019810676575,34.148727
10989,0.10368436,0.104880296,0.10704782,0.11843234,11.498994,-34.366022914648056,34.14891
10990,0.103673816,0.1048642,0.10693251,0.11838184,12.607607,-35.90502601861954,34.149086
10991,0.10379721,0.10500768,0.10704656,0.11801305,13.722742,-37.44402912259102,34.149292
10992,0.103914335,0.10512032,0.107040554,0.11716619,14.887389,-38.9830322265625,34.149494
10993,0.1039784,0.105167374,0.10699547,0.11562819,16.287836,-39.71918217341105,34.149677
10994,0.103868805,0.10505357,0.10673179,0.11376917,17.53091,-40.455332120259605,34.149822
10995,0.10372373,0.10488542,0.10648045,0.111156575,18.716223,-41.191482067108154,34.14995
10996,0.103436336,0.104594305,0.106115945,0.10830476,20.153963,-41.9276320139567,34.15005
10997,0.10306978,0.10422304,0.105686806,0.10750923,20.912125,-42.66378196080526,34.15014
10998,0.1026138,0.1037606,0.10517215,0.10672231,21.776701,-43.39993190765381,34.15022
10999,0.10208048,0.10320751,0.10456752,0.1058983,22.53004,-44.13608185450236,34.15029
11000,0.101410665,0.10255765,0.103895456,0.10510068,22.804054,-44.872231801350914,34.150368
11001,0.10067227,0.10182687,0.103148855,0.104255594,23.204914,-45.60838174819946,34.150444
11002,0.09987933,0.10104357,0.10235471,0.10338691,24.25923,-46.34453169504801,34.150524
11003,0.09902275,0.100152135,0.10141436,0.10225493,24.517597,-47.08068164189656,34.1506
11004,0.09798765,0.09913484,0.1003821,0.101123095,24.55115,-47.81683158874512,34.15066
11005,0.09686294,0.098042294,0.09931202,0.10004346,24.553432,-48.552981535593666,34.15071
11006,0.095702186,0.096916586,0.09822324,0.09897814,24.555687,-49.289131482442215,34.150757
11007,0.09452098,0.09577269,0.09712281,0.09791352,24.557713,-50.02528142929077,34.1508
11008,0.09332586,0.09461613,0.09601277,0.096843995,24.559923,-50.76143137613932,34.15084
11009,0.09211918,0.09344873,0.09489337,0.09576661,24.562593,-51.49758132298787,34.15088
11010,0.09090156,0.09227081,0.093764156,0.094679445,24.565817,-52.233731269836426,34.150917
11011,0.08967298,0.09108208,0.092624396,0.093581095,24.56972,-52.969881216684975,34.15095
11012,0.088433236,0.089882165,0.09147336,0.0924705,24.574234,-53.706031163533524,34.15099
11013,0.08718204,0.08867057,0.09031039,0.0913469,24.579725,-54.44218111038208,34.151024
11014,0.085919395,0.08744706,0.08913493,0.090209715,24.586637,-55.17833105723063,34.151062
11015,0.08464551,0.08621159,0.087946706,0.08905877,24.595383,-55.91448100407918,34.1511
11016,0.083360866,0.0849644,0.08674568,0.08789415,24.6065,-56.650630950927734,34.151134
11017,0.08206627,0.08370598,0.08553197,0.08671578,24.62064,-56.622825940450035,34.151173
11018,0.08076251,0.08243682,0.084305726,0.0855236,24.638542,-56.59502092997233,34.151215
11019,0.07945049,0.08115749,0.08306697,0.084317036,24.661129,-56.56721591949463,34.151253
11020,0.078130886,0.07986837,0.08181562,0.083095536,24.689144,-56.53941090901693,34.151295
11021,0.07680387,0.07856937,0.08055111,0.08185763,24.724487,-56.51160589853922,34.151337
11022,0.07546986,0.07726073,0.07927353,0.08060422,24.771025,-56.48380088806152,34.151382
11023,0.0741292,0.07594268,0.07798292,0.079335,24.8348,-56.455995877583824,34.15143
11024,0.07278233,0.074615605,0.07667966,0.07805076,24.926641,-56.42819086710612,34.151478
11025,0.07142992,0.07328016,0.07536435,0.07675204,25.068802,-56.40038585662842,34.151527
11026,0.07007339,0.07193783,0.07403877,0.07544204,25.312788,-56.37258084615072,34.15158
11027,0.06871621,0.07059171,0.07270453,0.07411742,25.791204,-56.34477583567301,34.151634
11028,0.067329,0.06922986,0.07136406,0.07277678,26.585953,-56.31697082519531,34.15169
11029,0.06588495,0.0678299,0.07000343,0.07140987,26.60473,-56.28916581471761,34.15174
11030,0.06440499,0.066399336,0.068626344,0.07005197,26.6052,-56.26136080423991,34.151787
11031,0.06290211,0.06495088,0.067241706,0.06870425,26.604593,-56.23355579376221,34.15183
11032,0.061382584,0.06349074,0.06585378,0.06736316,26.603916,-56.20575078328451,34.15187
11033,0.059849117,0.062021665,0.0644645,0.06602716,26.60325,-56.1779457728068,34.15191
11034,0.05830256,0.060544748,0.06307463,0.06469486,26.602654,-56.1501407623291,34.151947
11035,0.056742366,0.059059896,0.061684273,0.063365355,26.602167,-56.1223357518514,34.151985
11036,0.055167392,0.057566565,0.060293354,0.06203797,26.60178,-56.094530741373696,34.15202
11037,0.053575687,0.056063674,0.058901723,0.06071274,26.601488,-56.066725730895996,34.152054
11038,0.051962253,0.054547653,0.057508245,0.05939153,26.60129,-56.0389207204183,34.15209
11039,0.050330754,0.05302234,0.056115042,0.058070093,26.601173,-56.01111570994059,34.15212
11040,0.048676826,0.051485248,0.05472168,0.056749195,26.601133,-55.98331069946289,34.152153
11041,0.04699673,0.049934335,0.053327885,0.05542927,26.601149,-55.152281284332275,34.152184
11042,0.045286786,0.04836784,0.051933542,0.0541105,26.601213,-54.32125186920166,34.152214
11043,0.0435437,0.04678455,0.050538853,0.05279316,26.601318,-53.490222454071045,34.152245
11044,0.041764382,0.045183565,0.049144097,0.051477417,26.60147,-52.65919303894043,34.152275
11045,0.039946377,0.043564413,0.047749445,0.05016331,26.601675,-51.828163623809814,34.152306
11046,0.0380888,0.041927252,0.04635473,0.048850693,26.601934,-50.9971342086792,34.152336
11047,0.036193382,0.04027262,0.04495891,0.047539487,26.602264,-50.166104793548584,34.152367
11048,0.03426936,0.038603425,0.043560054,0.046228476,26.60268,-49.33507537841797,34.152393
11049,0.032342937,0.036929723,0.042155813,0.04491235,26.60321,-48.50404596328735,34.152424
11050,0.030447822,0.035258364,0.040739384,0.04358899,26.603884,-47.67301654815674,34.152454
11051,0.028650364,0.033615056,0.039305158,0.042244677,26.604717,-46.84198713302612,34.152485
11052,0.027208833,0.032096114,0.037825562,0.040848963,26.60566,-46.01095771789551,34.15251
11053,0.026172908,0.030770117,0.036315434,0.039381254,26.60644,-45.17992830276489,34.15254
11054,0.025310993,0.029578274,0.034819055,0.0378639,26.60681,-44.34889888763428,34.152565
11055,0.024498919,0.02844997,0.033348523,0.036326524,26.606827,-43.51786947250366,34.152588
11056,0.023678651,0.027345087,0.03190504,0.034787398,26.60662,-42.68684005737305,34.15261
11057,0.02282509,0.026241705,0.030485833,0.03325754,26.606325,-41.85581064224243,34.152634
11058,0.021930592,0.025129482,0.029087406,0.031742588,26.606037,-41.024781227111816,34.152657
11059,0.020995496,0.02400437,0.027706286,0.030243978,26.605825,-40.1937518119812,34.152676
11060,0.020024376,0.022866445,0.026340017,0.028761264,26.605698,-39.362722396850586,34.152695
11061,0.019025078,0.021719366,0.02498788,0.027291737,26.605711,-38.53169298171997,34.15271
11062,0.017994978,0.020558296,0.023645027,0.02583951,26.605923,-37.700663566589355,34.152725
11063,0.016939986,0.019386122,0.022310633,0.024402246,26.606373,-36.86963415145874,34.15274
11064,0.01586429,0.018204909,0.020983825,0.022978185,26.607101,-36.038604736328125,34.152756
11065,0.014771053,0.017016083,0.019663645,0.021565896,26.608139,-34.277496218681335,34.15277
11066,0.013662796,0.015820753,0.018349255,0.020164397,26.609524,-32.516387701034546,34.152782
11067,0.012541412,0.014619636,0.01703968,0.01877221,26.611307,-30.755279183387756,34.152794
11068,0.0114083495,0.013413226,0.01573408,0.017388543,26.613373,-28.994170665740967,34.152805
11069,0.010264934,0.012202028,0.014431736,0.016012263,26.615852,-27.233062148094177,34.15282
11070,0.009112155,0.01098634,0.0131318895,0.014642171,26.61884,-25.471953630447388,34.152832
11071,0.007950611,0.009766197,0.011833741,0.0132772615,26.622374,-23.710845112800598,34.152843
11072,0.0067808046,0.008541604,0.010536551,0.011916517,26.62651,-21.94973659515381,34.15286
11073,0.0056033153,0.0073127425,0.009239975,0.010559843,26.631317,-20.18862807750702,34.152874
11074,0.0044184946,0.0060795895,0.007943368,0.009205827,26.636879,-18.42751955986023,34.15289
11075,0.0032265587,0.0048420513,0.006646179,0.007853875,26.643154,-16.66641104221344,34.152905
11076,0.0020219523,0.0036004016,0.0053563025,0.0065224906,26.646795,-14.90530252456665,34.152912
11077,0.0008223086,0.0023669847,0.004082832,0.0052215736,26.64809,-13.14419400691986,34.152912
11078,-0.0003520763,0.0011544955,0.0028279733,0.003940735,26.65042,-11.383085489273071,34.1529
11079,-0.0014999948,-3.4589084e-05,0.0015926064,0.0026757207,26.653894,-9.621976971626282,34.152885
11080,-0.0026232246,-0.0012013554,0.00037596922,0.0014242509,26.658627,-7.860868453979492,34.152866
11081,-0.0037249522,-0.0023482519,-0.00082357886,0.00018449403,26.66484,-6.099759936332703,34.152843
11082,-0.0048088185,-0.0034782216,-0.002008231,-0.001045603,26.672775,-4.338651418685913,34.152817
11083,-0.005878174,-0.004594163,-0.0031804752,-0.002268552,26.682428,-2.5775429010391235,34.15279
11084,-0.0069371457,-0.005699769,-0.0043432293,-0.0034851078,26.694305,-0.816434383392334,34.15276
11085,-0.007989092,-0.006798038,-0.005498726,-0.0046956083,26.709072,0.9446741342544556,34.15273
11086,-0.009037683,-0.007892405,-0.006650231,-0.005903959,26.72746,2.705782651901245,34.152702
11087,-0.010085191,-0.00898484,-0.007798975,-0.00710882,26.750298,4.466891169548035,34.15267
11088,-0.011134393,-0.010078075,-0.008947916,-0.008314843,26.779528,6.227999687194824,34.152645
11089,-0.012188124,-0.011174636,-0.010098695,-0.009521317,26.81725,6.111337184906006,34.15262
11090,-0.01324828,-0.012276527,-0.011253714,-0.010731852,26.867666,5.9946746826171875,34.152596
11091,-0.014402788,-0.013468647,-0.012519456,-0.012150686,26.937544,5.878012180328369,34.152603
11092,-0.015519685,-0.014622412,-0.013707947,-0.013310264,27.058964,5.761349678039551,34.152603
11093,-0.016647961,-0.015769884,-0.014889822,-0.014530066,27.282475,5.644687175750732,34.152596
11094,-0.01775874,-0.016915293,-0.016081495,-0.015771441,27.627024,5.528024673461914,34.152596
11095,-0.01886048,-0.018054124,-0.01726643,-0.016992914,28.41758,5.411362171173096,34.152596
11096,-0.019929642,-0.019185951,-0.018450549,-0.01821206,28.871283,5.294699668884277,34.152596
11097,-0.021056395,-0.020345706,-0.019659605,-0.019481914,28.903648,5.178037166595459,34.152573
11098,-0.022212496,-0.021534668,-0.02089229,-0.020765502,28.917997,5.061374664306641,34.152546
11099,-0.023394987,-0.022749327,-0.022150096,-0.022072868,28.932758,4.944712162017822,34.15252
11100,-0.024606839,-0.023976794,-0.023399323,-0.023342058,28.937363,4.828049659729004,34.152493
11101,-0.025816284,-0.025185375,-0.024605138,-0.02453343,28.931084,4.7113871574401855,34.152462
11102,-0.02698551,-0.026352389,-0.025763579,-0.025667952,28.925241,4.594724655151367,34.152428
11103,-0.028109154,-0.027473107,-0.026874,-0.026751915,28.919111,4.478062152862549,34.152386
11104,-0.029186627,-0.028547388,-0.027937436,-0.027788162,28.912619,4.3613996505737305,34.15234
11105,-0.030219436,-0.029576965,-0.028956363,-0.02878062,28.905806,4.244737148284912,34.15229
11106,-0.031211408,-0.030565914,-0.029935772,-0.029736795,28.898724,4.128074645996094,34.152233
11107,-0.032164585,-0.031515718,-0.030875346,-0.03065157,28.89138,4.011412143707275,34.15217
11108,-0.03307976,-0.03242739,-0.031776667,-0.031528123,28.884043,3.894749641418457,34.152103
11109,-0.033959255,-0.03330327,-0.032642316,-0.032369975,28.876703,3.7780871391296387,34.152035
11110,-0.03480476,-0.03414498,-0.03347367,-0.033177424,28.869379,3.6614246368408203,34.15196
11111,-0.035618134,-0.03495437,-0.034272633,-0.033952836,28.862278,3.544762134552002,34.151882
11112,-0.03640132,-0.035733372,-0.035041112,-0.03469813,28.855406,3.4280996322631836,34.1518
11113,-0.037156176,-0.036483806,-0.035780873,-0.03541489,28.848822,1.2039350271224976,34.151714
11114,-0.037884396,-0.037207328,-0.036493488,-0.03610449,28.842587,-1.0202295780181885,34.15163
11115,-0.03858754,-0.03790547,-0.0371804,-0.036768198,28.836731,-3.2443941831588745,34.15154
11116,-0.0392671,-0.038579676,-0.037843,-0.03740728,28.831257,-5.4685587882995605,34.151447
11117,-0.03992455,-0.039231393,-0.03848265,-0.038022995,28.826075,-7.692723393440247,34.151356
11118,-0.04056059,-0.03986119,-0.039099496,-0.038613725,28.646214,-9.916887998580933,34.15126
11119,-0.041176144,-0.040469944,-0.039694365,-0.03918084,27.860086,-12.141052603721619,34.15116
11120,-0.041775305,-0.041062012,-0.040272966,-0.039736636,27.17471,-14.365217208862305,34.151062
11121,-0.042362284,-0.041641574,-0.040839233,-0.040282696,26.757494,-16.58938181400299,34.15096
11122,-0.04293888,-0.042210337,-0.041394275,-0.04081693,26.04715,-18.813546419143677,34.15086
11123,-0.04353287,-0.042774767,-0.041936465,-0.041335866,25.15353,-21.037711024284363,34.15075
11124,-0.044134874,-0.04335492,-0.042490233,-0.04186807,24.792149,-23.26187562942505,34.150654
11125,-0.0447813,-0.0439698,-0.043072086,-0.042428862,24.768684,-25.486040234565735,34.150578
11126,-0.045463365,-0.0446172,-0.04368267,-0.043014903,24.844147,-27.71020483970642,34.15051
11127,-0.046175323,-0.045293972,-0.044321164,-0.043626036,24.980522,-29.934369444847107,34.150444
11128,-0.04691443,-0.045998123,-0.044986814,-0.044263866,25.156174,-32.15853404998779,34.15039
11129,-0.04767963,-0.046728477,-0.045678694,-0.044926602,25.359917,-34.38269865512848,34.15034
11130,-0.048469074,-0.047483616,-0.046396103,-0.045615647,25.611408,-36.606863260269165,34.15029
11131,-0.049282018,-0.048263058,-0.04713875,-0.046330635,25.916069,-38.83102786540985,34.150253
11132,-0.050116397,-0.049066104,-0.047906667,-0.04707113,26.322437,-41.05519247055054,34.150215
11133,-0.050943024,-0.04988865,-0.048707135,-0.04785725,26.691133,-43.27935707569122,34.15019
11134,-0.05182225,-0.05074197,-0.049528286,-0.048650876,26.834314,-45.50352168083191,34.150166
11135,-0.05273138,-0.05161991,-0.05037249,-0.04947121,26.993631,-47.727686285972595,34.15014
11136,-0.053662926,-0.052521307,-0.051241558,-0.050320953,27.149242,-49.95185089111328,34.15012
11137,-0.054619826,-0.05344822,-0.052136354,-0.05119577,27.34816,-49.846766789754234,34.1501
11138,-0.05560155,-0.054400288,-0.053056687,-0.052096266,27.60967,-49.74168268839518,34.15009
11139,-0.056609113,-0.05537837,-0.054003004,-0.053022128,27.962467,-49.63659858703613,34.150078
11140,-0.057642322,-0.056382537,-0.054976266,-0.053977262,28.479723,-49.531514485677086,34.15007
11141,-0.058702294,-0.057414163,-0.05597867,-0.054966763,28.827116,-49.42643038431803,34.150066
11142,-0.05979136,-0.05847528,-0.057011563,-0.055989094,28.833557,-49.321346282958984,34.150066
11143,-0.06091159,-0.05956755,-0.058075525,-0.057042133,28.836176,-49.21626218159994,34.150074
11144,-0.062062044,-0.060690206,-0.059169836,-0.058124933,28.838505,-49.11117808024088,34.15008
11145,-0.063242346,-0.06184278,-0.06029405,-0.059237193,28.840862,-49.006093978881836,34.150093
11146,-0.06445221,-0.06302505,-0.061447952,-0.06037885,28.843304,-48.90100987752279,34.15011
11147,-0.065691404,-0.06423682,-0.06263143,-0.061549943,28.845825,-48.795925776163735,34.150127
11148,-0.0669428,-0.06546139,-0.06382596,-0.062724225,28.845743,-48.69084167480469,34.150146
11149,-0.06818563,-0.06667886,-0.06501083,-0.063877836,28.843021,-48.58575757344564,34.150154
11150,-0.06941664,-0.067885056,-0.06618286,-0.065013714,28.840374,-48.480673472086586,34.15016
11151,-0.07063795,-0.06907977,-0.06734099,-0.06613265,28.837807,-48.37558937072754,34.150166
11152,-0.071850516,-0.070263594,-0.06848529,-0.06723499,28.835384,-48.27050526936849,34.15017
11153,-0.07305538,-0.07143727,-0.06961612,-0.06832108,28.833136,-48.16542116800944,34.15017
11154,-0.07425372,-0.07260168,-0.07073396,-0.06939128,28.831074,-48.06033706665039,34.15017
11155,-0.07544688,-0.07375779,-0.071839325,-0.070446,28.829197,-47.95525296529134,34.150166
11156,-0.076636426,-0.074906744,-0.072932795,-0.071485616,28.827496,-47.85016886393229,34.15016
11157,-0.07782429,-0.076049894,-0.07401502,-0.072510764,28.82595,-47.74508476257324,34.150154
11158,-0.07901278,-0.07718886,-0.075086564,-0.073521145,28.824522,-47.640000661214195,34.15015
11159,-0.08020434,-0.07832518,-0.07614785,-0.07451696,28.823244,-47.53491655985514,34.15014
11160,-0.08140185,-0.07946069,-0.07719929,-0.07549838,28.822084,-47.429832458496094,34.15013
11161,-0.08260823,-0.08059693,-0.07824068,-0.0764645,28.660381,-46.282098372777305,34.15012
11162,-0.08383032,-0.08173846,-0.07927257,-0.07741061,27.999454,-45.13436428705851,34.150105
11163,-0.0850713,-0.08288636,-0.08029365,-0.078339234,27.392904,-43.98663020133972,34.15009
11164,-0.08633565,-0.08404231,-0.08130316,-0.079252444,27.106297,-42.83889611562093,34.15007
11165,-0.087631956,-0.08521068,-0.08230095,-0.08014875,26.957525,-41.69116202990214,34.150047
11166,-0.088965885,-0.086391926,-0.08328364,-0.08102927,26.871117,-40.54342794418335,34.150024
11167,-0.09035062,-0.08759116,-0.0842498,-0.081891716,26.816338,-39.395693858464554,34.149998
11168,-0.09180013,-0.08881199,-0.0851973,-0.08273505,26.777746,-38.247959772745766,34.149967
11169,-0.09332781,-0.09005549,-0.08612464,-0.083558835,26.747818,-37.10022568702698,34.149933
11170,-0.0949354,-0.09131572,-0.087033086,-0.08436484,26.725332,-35.95249160130818,34.149895
11171,-0.09657949,-0.0925738,-0.08793148,-0.085159145,26.70823,-34.804757515589394,34.149857
11172,-0.097876675,-0.09376305,-0.088873364,-0.08596598,26.695936,-33.657023429870605,34.149822
11173,-0.098740034,-0.09482278,-0.08986575,-0.086796544,26.683304,-32.50928934415181,34.149784
11174,-0.09937957,-0.095737256,-0.09087172,-0.08765042,26.668785,-31.36155525843302,34.149742
11175,-0.0998622,-0.09651483,-0.0918687,-0.08853124,26.653673,-30.213821172714233,34.149704
11176,-0.10024011,-0.097175956,-0.09283415,-0.08944062,26.638569,-29.06608708699544,34.149666
11177,-0.10056137,-0.09775464,-0.09375345,-0.09037175,26.623917,-27.91835300127665,34.149628
11178,-0.10086513,-0.09828672,-0.09462518,-0.09131095,26.610039,-26.77061891555786,34.14959
11179,-0.10117782,-0.098800324,-0.095456935,-0.09224471,26.596529,-25.62288482983907,34.149548
